fishery,Landing_Year,Port,Section,Sample_Date,Species_Code,Length,Total_Fish
CF,2017,Kodiak,Afognak,2/6/2017,142,28,1
CF,2017,Kodiak,Afognak,2/6/2017,142,31,1
CF,2017,Kodiak,Afognak,2/6/2017,142,35,2
CF,2017,Kodiak,Afognak,2/6/2017,142,36,3
CF,2017,Kodiak,Afognak,2/6/2017,142,37,1
CF,2017,Kodiak,Afognak,2/6/2017,142,38,4
CF,2017,Kodiak,Afognak,2/6/2017,142,39,7
CF,2017,Kodiak,Afognak,2/6/2017,142,40,16
CF,2017,Kodiak,Afognak,2/6/2017,142,41,5
CF,2017,Kodiak,Afognak,2/6/2017,142,42,7
CF,2017,Kodiak,Afognak,2/6/2017,142,43,3
CF,2017,Kodiak,Afognak,2/6/2017,142,44,5
CF,2017,Kodiak,Afognak,2/6/2017,142,45,3
CF,2017,Kodiak,Afognak,2/6/2017,142,46,7
CF,2017,Kodiak,Afognak,2/6/2017,142,47,2
CF,2017,Kodiak,Afognak,2/6/2017,142,48,3
CF,2017,Kodiak,Afognak,2/6/2017,142,49,8
CF,2017,Kodiak,Afognak,2/6/2017,142,50,7
CF,2017,Kodiak,Afognak,2/6/2017,142,51,2
CF,2017,Kodiak,Afognak,2/6/2017,142,52,5
CF,2017,Kodiak,Afognak,2/6/2017,142,53,3
CF,2017,Kodiak,Afognak,2/6/2017,142,54,3
CF,2017,Kodiak,Afognak,2/6/2017,142,55,1
CF,2017,Kodiak,Afognak,2/6/2017,142,58,1
CF,2007,Kodiak,Afognak,2/7/2007,142,32,2
CF,2007,Kodiak,Afognak,2/7/2007,142,33,1
CF,2007,Kodiak,Afognak,2/7/2007,142,36,1
CF,2007,Kodiak,Afognak,2/7/2007,142,37,1
CF,2007,Kodiak,Afognak,2/7/2007,142,41,1
CF,2007,Kodiak,Afognak,2/7/2007,142,42,3
CF,2007,Kodiak,Afognak,2/7/2007,142,43,7
CF,2007,Kodiak,Afognak,2/7/2007,142,44,9
CF,2007,Kodiak,Afognak,2/7/2007,142,45,2
CF,2007,Kodiak,Afognak,2/7/2007,142,46,7
CF,2007,Kodiak,Afognak,2/7/2007,142,47,12
CF,2007,Kodiak,Afognak,2/7/2007,142,48,10
CF,2007,Kodiak,Afognak,2/7/2007,142,49,13
CF,2007,Kodiak,Afognak,2/7/2007,142,50,16
CF,2007,Kodiak,Afognak,2/7/2007,142,51,8
CF,2007,Kodiak,Afognak,2/7/2007,142,52,3
CF,2007,Kodiak,Afognak,2/7/2007,142,53,1
CF,2007,Kodiak,Afognak,2/7/2007,142,54,1
CF,2007,Kodiak,Afognak,2/7/2007,142,56,1
CF,2017,Kodiak,Afognak,2/7/2017,142,34,2
CF,2017,Kodiak,Afognak,2/7/2017,142,35,1
CF,2017,Kodiak,Afognak,2/7/2017,142,36,1
CF,2017,Kodiak,Afognak,2/7/2017,142,37,2
CF,2017,Kodiak,Afognak,2/7/2017,142,38,7
CF,2017,Kodiak,Afognak,2/7/2017,142,39,7
CF,2017,Kodiak,Afognak,2/7/2017,142,40,7
CF,2017,Kodiak,Afognak,2/7/2017,142,41,7
CF,2017,Kodiak,Afognak,2/7/2017,142,42,7
CF,2017,Kodiak,Afognak,2/7/2017,142,43,13
CF,2017,Kodiak,Afognak,2/7/2017,142,44,11
CF,2017,Kodiak,Afognak,2/7/2017,142,45,4
CF,2017,Kodiak,Afognak,2/7/2017,142,46,4
CF,2017,Kodiak,Afognak,2/7/2017,142,47,2
CF,2017,Kodiak,Afognak,2/7/2017,142,49,1
CF,2017,Kodiak,Afognak,2/7/2017,142,50,2
CF,2017,Kodiak,Afognak,2/7/2017,142,51,2
CF,2017,Kodiak,Afognak,2/7/2017,142,53,1
CF,2017,Kodiak,Afognak,2/7/2017,142,55,1
CF,2007,Kodiak,Afognak,2/12/2007,142,32,1
CF,2007,Kodiak,Afognak,2/12/2007,142,33,2
CF,2007,Kodiak,Afognak,2/12/2007,142,35,1
CF,2007,Kodiak,Afognak,2/12/2007,142,44,1
CF,2007,Kodiak,Afognak,2/12/2007,142,46,5
CF,2007,Kodiak,Afognak,2/12/2007,142,47,3
CF,2007,Kodiak,Afognak,2/12/2007,142,48,5
CF,2007,Kodiak,Afognak,2/12/2007,142,49,6
CF,2007,Kodiak,Afognak,2/12/2007,142,50,3
CF,2007,Kodiak,Afognak,2/12/2007,142,51,6
CF,2007,Kodiak,Afognak,2/12/2007,142,52,3
CF,2007,Kodiak,Afognak,2/12/2007,142,53,2
CF,2007,Kodiak,Afognak,2/12/2007,142,55,1
CF,2007,Kodiak,Afognak,2/12/2007,142,61,1
CF,2009,Kodiak,Afognak,2/16/2009,142,29,1
CF,2009,Kodiak,Afognak,2/16/2009,142,35,5
CF,2009,Kodiak,Afognak,2/16/2009,142,36,4
CF,2009,Kodiak,Afognak,2/16/2009,142,37,8
CF,2009,Kodiak,Afognak,2/16/2009,142,38,9
CF,2009,Kodiak,Afognak,2/16/2009,142,39,9
CF,2009,Kodiak,Afognak,2/16/2009,142,40,3
CF,2009,Kodiak,Afognak,2/16/2009,142,41,2
CF,2009,Kodiak,Afognak,2/16/2009,142,42,5
CF,2009,Kodiak,Afognak,2/16/2009,142,43,4
CF,2009,Kodiak,Afognak,2/16/2009,142,44,1
CF,2009,Kodiak,Afognak,2/16/2009,142,45,2
CF,2009,Kodiak,Afognak,2/16/2009,142,47,3
CF,2009,Kodiak,Afognak,2/16/2009,142,48,4
CF,2009,Kodiak,Afognak,2/16/2009,142,49,8
CF,2009,Kodiak,Afognak,2/16/2009,142,50,9
CF,2009,Kodiak,Afognak,2/16/2009,142,51,8
CF,2009,Kodiak,Afognak,2/16/2009,142,52,7
CF,2009,Kodiak,Afognak,2/16/2009,142,53,4
CF,2009,Kodiak,Afognak,2/16/2009,142,54,3
CF,2009,Kodiak,Afognak,2/16/2009,142,59,1
CF,2016,Kodiak,Afognak,2/17/2016,142,32,1
CF,2016,Kodiak,Afognak,2/17/2016,142,33,1
CF,2016,Kodiak,Afognak,2/17/2016,142,34,2
CF,2016,Kodiak,Afognak,2/17/2016,142,35,6
CF,2016,Kodiak,Afognak,2/17/2016,142,36,12
CF,2016,Kodiak,Afognak,2/17/2016,142,37,10
CF,2016,Kodiak,Afognak,2/17/2016,142,38,9
CF,2016,Kodiak,Afognak,2/17/2016,142,39,6
CF,2016,Kodiak,Afognak,2/17/2016,142,40,6
CF,2016,Kodiak,Afognak,2/17/2016,142,41,2
CF,2016,Kodiak,Afognak,2/17/2016,142,44,4
CF,2016,Kodiak,Afognak,2/17/2016,142,45,4
CF,2016,Kodiak,Afognak,2/17/2016,142,46,4
CF,2016,Kodiak,Afognak,2/17/2016,142,47,2
CF,2016,Kodiak,Afognak,2/17/2016,142,48,3
CF,2016,Kodiak,Afognak,2/17/2016,142,49,6
CF,2016,Kodiak,Afognak,2/17/2016,142,50,7
CF,2016,Kodiak,Afognak,2/17/2016,142,51,6
CF,2016,Kodiak,Afognak,2/17/2016,142,52,4
CF,2016,Kodiak,Afognak,2/17/2016,142,53,2
CF,2016,Kodiak,Afognak,2/17/2016,142,54,1
CF,2016,Kodiak,Afognak,2/17/2016,142,55,2
CF,2009,Kodiak,Afognak,2/20/2009,142,43,1
CF,2009,Kodiak,Afognak,2/20/2009,142,46,1
CF,2009,Kodiak,Afognak,2/20/2009,142,47,1
CF,2009,Kodiak,Afognak,2/20/2009,142,49,1
CF,2009,Kodiak,Afognak,2/20/2009,142,50,2
CF,2009,Kodiak,Afognak,2/20/2009,142,52,1
CF,2009,Kodiak,Afognak,2/20/2009,142,53,2
CF,2009,Kodiak,Afognak,2/20/2009,142,54,3
CF,2009,Kodiak,Afognak,2/20/2009,142,56,1
CF,2018,Kodiak,Afognak,2/22/2018,142,25,1
CF,2018,Kodiak,Afognak,2/22/2018,142,29,1
CF,2018,Kodiak,Afognak,2/22/2018,142,30,2
CF,2018,Kodiak,Afognak,2/22/2018,142,32,1
CF,2018,Kodiak,Afognak,2/22/2018,142,33,3
CF,2018,Kodiak,Afognak,2/22/2018,142,34,1
CF,2018,Kodiak,Afognak,2/22/2018,142,39,2
CF,2018,Kodiak,Afognak,2/22/2018,142,40,4
CF,2018,Kodiak,Afognak,2/22/2018,142,41,9
CF,2018,Kodiak,Afognak,2/22/2018,142,42,9
CF,2018,Kodiak,Afognak,2/22/2018,142,43,11
CF,2018,Kodiak,Afognak,2/22/2018,142,44,7
CF,2018,Kodiak,Afognak,2/22/2018,142,45,15
CF,2018,Kodiak,Afognak,2/22/2018,142,46,8
CF,2018,Kodiak,Afognak,2/22/2018,142,47,4
CF,2018,Kodiak,Afognak,2/22/2018,142,48,7
CF,2018,Kodiak,Afognak,2/22/2018,142,49,5
CF,2018,Kodiak,Afognak,2/22/2018,142,50,3
CF,2018,Kodiak,Afognak,2/22/2018,142,51,2
CF,2018,Kodiak,Afognak,2/22/2018,142,53,4
CF,2018,Kodiak,Afognak,2/22/2018,142,55,1
CF,2017,Kodiak,Afognak,2/25/2017,142,40,4
CF,2017,Kodiak,Afognak,2/25/2017,142,41,3
CF,2017,Kodiak,Afognak,2/25/2017,142,42,3
CF,2017,Kodiak,Afognak,2/25/2017,142,43,3
CF,2017,Kodiak,Afognak,2/25/2017,142,44,5
CF,2017,Kodiak,Afognak,2/25/2017,142,45,1
CF,2017,Kodiak,Afognak,2/25/2017,142,47,1
CF,2017,Kodiak,Afognak,2/25/2017,142,48,1
CF,2017,Kodiak,Afognak,2/25/2017,142,50,4
CF,2017,Kodiak,Afognak,2/25/2017,142,51,5
CF,2017,Kodiak,Afognak,2/25/2017,142,52,5
CF,2017,Kodiak,Afognak,2/25/2017,142,53,2
CF,2017,Kodiak,Afognak,2/25/2017,142,54,4
CF,2017,Kodiak,Afognak,2/25/2017,142,33,1
CF,2017,Kodiak,Afognak,2/25/2017,142,34,1
CF,2017,Kodiak,Afognak,2/25/2017,142,38,1
CF,2017,Kodiak,Afognak,2/25/2017,142,39,2
CF,2017,Kodiak,Afognak,2/25/2017,142,40,5
CF,2017,Kodiak,Afognak,2/25/2017,142,41,8
CF,2017,Kodiak,Afognak,2/25/2017,142,42,8
CF,2017,Kodiak,Afognak,2/25/2017,142,43,1
CF,2017,Kodiak,Afognak,2/25/2017,142,44,4
CF,2017,Kodiak,Afognak,2/25/2017,142,45,1
CF,2017,Kodiak,Afognak,2/25/2017,142,46,5
CF,2017,Kodiak,Afognak,2/25/2017,142,47,1
CF,2017,Kodiak,Afognak,2/25/2017,142,48,1
CF,2017,Kodiak,Afognak,2/25/2017,142,49,6
CF,2017,Kodiak,Afognak,2/25/2017,142,50,1
CF,2017,Kodiak,Afognak,2/25/2017,142,51,1
CF,2017,Kodiak,Afognak,2/25/2017,142,52,9
CF,2017,Kodiak,Afognak,2/25/2017,142,53,2
CF,2017,Kodiak,Afognak,2/25/2017,142,55,1
CF,2017,Kodiak,Afognak,2/25/2017,142,56,1
CF,2017,Kodiak,Afognak,2/25/2017,142,28,1
CF,2017,Kodiak,Afognak,2/25/2017,142,34,1
CF,2017,Kodiak,Afognak,2/25/2017,142,39,1
CF,2017,Kodiak,Afognak,2/25/2017,142,40,4
CF,2017,Kodiak,Afognak,2/25/2017,142,41,4
CF,2017,Kodiak,Afognak,2/25/2017,142,42,3
CF,2017,Kodiak,Afognak,2/25/2017,142,43,4
CF,2017,Kodiak,Afognak,2/25/2017,142,44,1
CF,2017,Kodiak,Afognak,2/25/2017,142,46,1
CF,2017,Kodiak,Afognak,2/25/2017,142,47,2
CF,2017,Kodiak,Afognak,2/25/2017,142,49,3
CF,2017,Kodiak,Afognak,2/25/2017,142,50,3
CF,2017,Kodiak,Afognak,2/25/2017,142,51,3
CF,2017,Kodiak,Afognak,2/25/2017,142,52,1
CF,2017,Kodiak,Afognak,2/25/2017,142,53,1
CF,2017,Kodiak,Afognak,2/25/2017,142,55,1
CF,2017,Kodiak,Afognak,2/26/2017,142,33,1
CF,2017,Kodiak,Afognak,2/26/2017,142,35,1
CF,2017,Kodiak,Afognak,2/26/2017,142,38,1
CF,2017,Kodiak,Afognak,2/26/2017,142,39,1
CF,2017,Kodiak,Afognak,2/26/2017,142,40,1
CF,2017,Kodiak,Afognak,2/26/2017,142,41,5
CF,2017,Kodiak,Afognak,2/26/2017,142,42,6
CF,2017,Kodiak,Afognak,2/26/2017,142,43,5
CF,2017,Kodiak,Afognak,2/26/2017,142,44,6
CF,2017,Kodiak,Afognak,2/26/2017,142,45,3
CF,2017,Kodiak,Afognak,2/26/2017,142,46,1
CF,2017,Kodiak,Afognak,2/26/2017,142,49,1
CF,2017,Kodiak,Afognak,2/26/2017,142,50,1
CF,2017,Kodiak,Afognak,2/26/2017,142,52,1
CF,2017,Kodiak,Afognak,2/26/2017,142,53,2
CF,2017,Kodiak,Afognak,2/26/2017,142,54,3
CF,2017,Kodiak,Afognak,2/26/2017,142,55,1
CF,2017,Kodiak,Afognak,2/26/2017,142,31,1
CF,2017,Kodiak,Afognak,2/26/2017,142,39,2
CF,2017,Kodiak,Afognak,2/26/2017,142,42,3
CF,2017,Kodiak,Afognak,2/26/2017,142,43,3
CF,2017,Kodiak,Afognak,2/26/2017,142,44,2
CF,2017,Kodiak,Afognak,2/26/2017,142,45,3
CF,2017,Kodiak,Afognak,2/26/2017,142,46,3
CF,2017,Kodiak,Afognak,2/26/2017,142,47,2
CF,2017,Kodiak,Afognak,2/26/2017,142,48,2
CF,2017,Kodiak,Afognak,2/26/2017,142,49,4
CF,2017,Kodiak,Afognak,2/26/2017,142,51,4
CF,2017,Kodiak,Afognak,2/26/2017,142,52,2
CF,2017,Kodiak,Afognak,2/26/2017,142,53,3
CF,2017,Kodiak,Afognak,2/26/2017,142,54,1
CF,2017,Kodiak,Afognak,2/26/2017,142,55,3
CF,2017,Kodiak,Afognak,2/26/2017,142,57,1
CF,2017,Kodiak,Afognak,2/26/2017,142,35,1
CF,2017,Kodiak,Afognak,2/26/2017,142,39,1
CF,2017,Kodiak,Afognak,2/26/2017,142,40,2
CF,2017,Kodiak,Afognak,2/26/2017,142,41,2
CF,2017,Kodiak,Afognak,2/26/2017,142,42,5
CF,2017,Kodiak,Afognak,2/26/2017,142,43,1
CF,2017,Kodiak,Afognak,2/26/2017,142,44,3
CF,2017,Kodiak,Afognak,2/26/2017,142,45,3
CF,2017,Kodiak,Afognak,2/26/2017,142,46,2
CF,2017,Kodiak,Afognak,2/26/2017,142,47,1
CF,2017,Kodiak,Afognak,2/26/2017,142,48,1
CF,2017,Kodiak,Afognak,2/26/2017,142,49,3
CF,2017,Kodiak,Afognak,2/26/2017,142,50,7
CF,2017,Kodiak,Afognak,2/26/2017,142,51,7
CF,2017,Kodiak,Afognak,2/26/2017,142,52,4
CF,2017,Kodiak,Afognak,2/26/2017,142,53,3
CF,2007,Kodiak,Afognak,2/27/2007,142,35,1
CF,2007,Kodiak,Afognak,2/27/2007,142,37,1
CF,2007,Kodiak,Afognak,2/27/2007,142,38,2
CF,2007,Kodiak,Afognak,2/27/2007,142,39,1
CF,2007,Kodiak,Afognak,2/27/2007,142,43,1
CF,2007,Kodiak,Afognak,2/27/2007,142,46,2
CF,2007,Kodiak,Afognak,2/27/2007,142,47,1
CF,2007,Kodiak,Afognak,2/27/2007,142,48,3
CF,2007,Kodiak,Afognak,2/27/2007,142,52,1
CF,2017,Kodiak,Afognak,2/27/2017,142,39,2
CF,2017,Kodiak,Afognak,2/27/2017,142,40,3
CF,2017,Kodiak,Afognak,2/27/2017,142,41,7
CF,2017,Kodiak,Afognak,2/27/2017,142,42,6
CF,2017,Kodiak,Afognak,2/27/2017,142,43,4
CF,2017,Kodiak,Afognak,2/27/2017,142,44,1
CF,2017,Kodiak,Afognak,2/27/2017,142,45,2
CF,2017,Kodiak,Afognak,2/27/2017,142,46,2
CF,2017,Kodiak,Afognak,2/27/2017,142,47,5
CF,2017,Kodiak,Afognak,2/27/2017,142,48,2
CF,2017,Kodiak,Afognak,2/27/2017,142,49,5
CF,2017,Kodiak,Afognak,2/27/2017,142,50,9
CF,2017,Kodiak,Afognak,2/27/2017,142,51,16
CF,2017,Kodiak,Afognak,2/27/2017,142,52,15
CF,2017,Kodiak,Afognak,2/27/2017,142,53,11
CF,2017,Kodiak,Afognak,2/27/2017,142,54,3
CF,2017,Kodiak,Afognak,2/27/2017,142,55,3
CF,2017,Kodiak,Afognak,2/27/2017,142,56,3
CF,2017,Kodiak,Afognak,2/27/2017,142,57,1
CF,2017,Kodiak,Afognak,2/27/2017,142,38,1
CF,2017,Kodiak,Afognak,2/27/2017,142,40,2
CF,2017,Kodiak,Afognak,2/27/2017,142,41,1
CF,2017,Kodiak,Afognak,2/27/2017,142,42,3
CF,2017,Kodiak,Afognak,2/27/2017,142,43,6
CF,2017,Kodiak,Afognak,2/27/2017,142,44,2
CF,2017,Kodiak,Afognak,2/27/2017,142,45,1
CF,2017,Kodiak,Afognak,2/27/2017,142,46,2
CF,2017,Kodiak,Afognak,2/27/2017,142,47,3
CF,2017,Kodiak,Afognak,2/27/2017,142,48,4
CF,2017,Kodiak,Afognak,2/27/2017,142,49,6
CF,2017,Kodiak,Afognak,2/27/2017,142,50,7
CF,2017,Kodiak,Afognak,2/27/2017,142,51,8
CF,2017,Kodiak,Afognak,2/27/2017,142,52,13
CF,2017,Kodiak,Afognak,2/27/2017,142,53,14
CF,2017,Kodiak,Afognak,2/27/2017,142,54,15
CF,2017,Kodiak,Afognak,2/27/2017,142,55,4
CF,2017,Kodiak,Afognak,2/27/2017,142,56,3
CF,2017,Kodiak,Afognak,2/27/2017,142,57,4
CF,2017,Kodiak,Afognak,2/27/2017,142,58,1
CF,2016,Kodiak,Afognak,3/4/2016,142,35,2
CF,2016,Kodiak,Afognak,3/4/2016,142,37,3
CF,2016,Kodiak,Afognak,3/4/2016,142,38,5
CF,2016,Kodiak,Afognak,3/4/2016,142,39,5
CF,2016,Kodiak,Afognak,3/4/2016,142,40,1
CF,2016,Kodiak,Afognak,3/4/2016,142,41,1
CF,2016,Kodiak,Afognak,3/4/2016,142,43,1
CF,2016,Kodiak,Afognak,3/4/2016,142,44,4
CF,2016,Kodiak,Afognak,3/4/2016,142,45,6
CF,2016,Kodiak,Afognak,3/4/2016,142,46,2
CF,2016,Kodiak,Afognak,3/4/2016,142,47,8
CF,2016,Kodiak,Afognak,3/4/2016,142,48,9
CF,2016,Kodiak,Afognak,3/4/2016,142,49,10
CF,2016,Kodiak,Afognak,3/4/2016,142,50,11
CF,2016,Kodiak,Afognak,3/4/2016,142,51,5
CF,2016,Kodiak,Afognak,3/4/2016,142,52,12
CF,2016,Kodiak,Afognak,3/4/2016,142,53,6
CF,2016,Kodiak,Afognak,3/4/2016,142,54,5
CF,2016,Kodiak,Afognak,3/4/2016,142,55,3
CF,2016,Kodiak,Afognak,3/4/2016,142,56,1
CF,2018,Kodiak,Afognak,3/4/2018,142,31,1
CF,2018,Kodiak,Afognak,3/4/2018,142,32,1
CF,2018,Kodiak,Afognak,3/4/2018,142,35,1
CF,2018,Kodiak,Afognak,3/4/2018,142,36,6
CF,2018,Kodiak,Afognak,3/4/2018,142,37,1
CF,2018,Kodiak,Afognak,3/4/2018,142,38,2
CF,2018,Kodiak,Afognak,3/4/2018,142,39,5
CF,2018,Kodiak,Afognak,3/4/2018,142,40,8
CF,2018,Kodiak,Afognak,3/4/2018,142,41,13
CF,2018,Kodiak,Afognak,3/4/2018,142,42,14
CF,2018,Kodiak,Afognak,3/4/2018,142,43,12
CF,2018,Kodiak,Afognak,3/4/2018,142,44,8
CF,2018,Kodiak,Afognak,3/4/2018,142,45,4
CF,2018,Kodiak,Afognak,3/4/2018,142,46,4
CF,2018,Kodiak,Afognak,3/4/2018,142,47,2
CF,2018,Kodiak,Afognak,3/4/2018,142,48,5
CF,2018,Kodiak,Afognak,3/4/2018,142,49,4
CF,2018,Kodiak,Afognak,3/4/2018,142,50,4
CF,2018,Kodiak,Afognak,3/4/2018,142,51,1
CF,2018,Kodiak,Afognak,3/4/2018,142,53,3
CF,2018,Kodiak,Afognak,3/4/2018,142,54,1
CF,2009,Kodiak,Afognak,3/5/2009,142,41,2
CF,2009,Kodiak,Afognak,3/5/2009,142,45,1
CF,2009,Kodiak,Afognak,3/5/2009,142,48,2
CF,2009,Kodiak,Afognak,3/5/2009,142,49,1
CF,2009,Kodiak,Afognak,3/5/2009,142,52,1
CF,2009,Kodiak,Afognak,3/5/2009,142,54,1
CF,2009,Kodiak,Afognak,3/5/2009,142,55,2
CF,2009,Kodiak,Afognak,3/5/2009,142,56,1
CF,2009,Kodiak,Afognak,3/5/2009,142,59,1
CF,2009,Kodiak,Afognak,3/5/2009,142,48,1
CF,2009,Kodiak,Afognak,3/5/2009,142,49,1
CF,2009,Kodiak,Afognak,3/5/2009,142,50,3
CF,2009,Kodiak,Afognak,3/5/2009,142,51,1
CF,2009,Kodiak,Afognak,3/5/2009,142,52,2
CF,2009,Kodiak,Afognak,3/5/2009,142,54,4
CF,2018,AK,Afognak,3/5/2018,142,42,2
CF,2018,AK,Afognak,3/5/2018,142,43,6
CF,2018,AK,Afognak,3/5/2018,142,44,7
CF,2018,AK,Afognak,3/5/2018,142,45,8
CF,2018,AK,Afognak,3/5/2018,142,46,8
CF,2018,AK,Afognak,3/5/2018,142,47,11
CF,2018,AK,Afognak,3/5/2018,142,48,13
CF,2018,AK,Afognak,3/5/2018,142,49,8
CF,2018,AK,Afognak,3/5/2018,142,50,8
CF,2018,AK,Afognak,3/5/2018,142,51,8
CF,2018,AK,Afognak,3/5/2018,142,52,4
CF,2018,AK,Afognak,3/5/2018,142,53,7
CF,2018,AK,Afognak,3/5/2018,142,54,1
CF,2018,AK,Afognak,3/5/2018,142,58,1
CF,2019,Kodiak,Afognak,3/6/2019,142,30,2
CF,2019,Kodiak,Afognak,3/6/2019,142,31,3
CF,2019,Kodiak,Afognak,3/6/2019,142,32,3
CF,2019,Kodiak,Afognak,3/6/2019,142,33,12
CF,2019,Kodiak,Afognak,3/6/2019,142,34,4
CF,2019,Kodiak,Afognak,3/6/2019,142,35,8
CF,2019,Kodiak,Afognak,3/6/2019,142,36,5
CF,2019,Kodiak,Afognak,3/6/2019,142,37,5
CF,2019,Kodiak,Afognak,3/6/2019,142,38,5
CF,2019,Kodiak,Afognak,3/6/2019,142,39,3
CF,2019,Kodiak,Afognak,3/6/2019,142,41,1
CF,2019,Kodiak,Afognak,3/6/2019,142,42,3
CF,2019,Kodiak,Afognak,3/6/2019,142,43,5
CF,2019,Kodiak,Afognak,3/6/2019,142,44,4
CF,2019,Kodiak,Afognak,3/6/2019,142,45,4
CF,2019,Kodiak,Afognak,3/6/2019,142,46,8
CF,2019,Kodiak,Afognak,3/6/2019,142,47,6
CF,2019,Kodiak,Afognak,3/6/2019,142,48,7
CF,2019,Kodiak,Afognak,3/6/2019,142,49,4
CF,2019,Kodiak,Afognak,3/6/2019,142,50,2
CF,2019,Kodiak,Afognak,3/6/2019,142,51,1
CF,2019,Kodiak,Afognak,3/6/2019,142,52,2
CF,2019,Kodiak,Afognak,3/6/2019,142,53,1
CF,2019,Kodiak,Afognak,3/6/2019,142,55,2
CF,2016,Kodiak,Afognak,3/8/2016,142,35,2
CF,2016,Kodiak,Afognak,3/8/2016,142,36,1
CF,2016,Kodiak,Afognak,3/8/2016,142,37,2
CF,2016,Kodiak,Afognak,3/8/2016,142,38,7
CF,2016,Kodiak,Afognak,3/8/2016,142,39,6
CF,2016,Kodiak,Afognak,3/8/2016,142,40,4
CF,2016,Kodiak,Afognak,3/8/2016,142,41,2
CF,2016,Kodiak,Afognak,3/8/2016,142,42,4
CF,2016,Kodiak,Afognak,3/8/2016,142,43,3
CF,2016,Kodiak,Afognak,3/8/2016,142,44,4
CF,2016,Kodiak,Afognak,3/8/2016,142,45,5
CF,2016,Kodiak,Afognak,3/8/2016,142,46,6
CF,2016,Kodiak,Afognak,3/8/2016,142,47,2
CF,2016,Kodiak,Afognak,3/8/2016,142,48,10
CF,2016,Kodiak,Afognak,3/8/2016,142,49,4
CF,2016,Kodiak,Afognak,3/8/2016,142,50,8
CF,2016,Kodiak,Afognak,3/8/2016,142,51,9
CF,2016,Kodiak,Afognak,3/8/2016,142,52,11
CF,2016,Kodiak,Afognak,3/8/2016,142,53,5
CF,2016,Kodiak,Afognak,3/8/2016,142,54,2
CF,2016,Kodiak,Afognak,3/8/2016,142,56,2
CF,2016,Kodiak,Afognak,3/8/2016,142,57,1
CF,2009,Kodiak,Afognak,3/9/2009,142,32,1
CF,2009,Kodiak,Afognak,3/9/2009,142,38,1
CF,2009,Kodiak,Afognak,3/9/2009,142,39,7
CF,2009,Kodiak,Afognak,3/9/2009,142,40,10
CF,2009,Kodiak,Afognak,3/9/2009,142,41,6
CF,2009,Kodiak,Afognak,3/9/2009,142,42,6
CF,2009,Kodiak,Afognak,3/9/2009,142,43,2
CF,2009,Kodiak,Afognak,3/9/2009,142,44,2
CF,2009,Kodiak,Afognak,3/9/2009,142,45,3
CF,2009,Kodiak,Afognak,3/9/2009,142,46,2
CF,2009,Kodiak,Afognak,3/9/2009,142,47,1
CF,2009,Kodiak,Afognak,3/9/2009,142,48,3
CF,2009,Kodiak,Afognak,3/9/2009,142,49,7
CF,2009,Kodiak,Afognak,3/9/2009,142,50,6
CF,2009,Kodiak,Afognak,3/9/2009,142,52,5
